No.	名前	読み	Name	セット	コスト	コスト(int)	ポーション	借金	分類	種類	勝利点	+card	+action	+buy	+coin	+VPtoken	能力	Ability	説明
185	採集者	さいしゅうしゃ	Forager	暗黒時代	3	3	0	0	王国	Action	0	0	1	1	0	0	【能力】+1アクション。+1カードを購入。あなたの手札からカード1枚を廃棄する。廃棄置き場にある異なるカード名の財宝1枚につき+1コイン。	【Ability】+1 Action+1 BuyTrash a card from your hand.+1 Coin per differently named Treasure in the trash.	【説明】可能なかぎり、あなたの手札のカード1枚を廃棄する。廃棄できるかどうかに関係なく、廃棄置き場にある異なるカード名の財宝カードごとに+1コインを得て、+1アクションと+1カードを購入を得る。同じ財宝カードは何枚あっても、得るコイン数は増えない。例えば、廃棄置き場に「銅貨」4枚と「偽造通貨」1枚と「屋敷」6枚がある場合、あなたは+2コインを得る。財宝を含む複数のカードの種類を持つカード（「ハーレム」など）は、財宝カードとして扱う。（メモ）
186	祭壇	さいだん	Altar	暗黒時代	6	6	0	0	王国	Action	0	0	0	0	0	0	【能力】あなたの手札1枚を廃棄する。コスト5コイン以下のカード1枚を獲得する。	【Ability】Trash a card from your hand.Gain a card costing up to 5 Coins.	【説明】あなたは可能であれば手札1枚を廃棄し、次に手札を廃棄してもしなくてもカード1枚を獲得する。獲得するカードはサプライから獲得し、自分の捨て札に置く。（メモ）
187	山賊の宿営地	さんぞくのしゅくえいち	Bandit Camp	暗黒時代	5	5	0	0	王国	Action	0	1	2	0	0	0	【能力】+1カードを引く。+2アクション。略奪品の山札から略奪品1枚を獲得する。	【Ability】+1 Card+2 ActionsGain a Spoils from the Spoils pile.	【説明】「略奪品」1枚を獲得する前にカード1枚を引く。「略奪品」は、サプライの一部ではない「略奪品」の山札から引き、自分の捨て札に置く。「略奪品」の山札にカードが残っていない場合は、「略奪品」を得ることができない。（メモ）
188	死の荷車	しのにぐるま	Death Cart	暗黒時代	4	4	0	0	王国	Action-Looter	0	0	0	0	5	0	【能力】+5コインあなたの手札からアクションカード1枚を廃棄してもよい。そうしない場合、このカードを廃棄する。あなたはこのカードを獲得したとき、廃墟2枚を獲得する。	【Ability】+5 CoinsYou may trash an Action card from your hand. If you don’t， trash this. When you gain this， gain 2 Ruins.	【説明】あなたはこのカードを使用するとき、+5コインを得て、自分の手札のアクションカード1枚を廃棄するか、この「死の荷車」を廃棄するかのどちらかをする。手札にアクションカードが1枚もない場合、「死の荷車」を廃棄しなければならないが、「死の荷車」は手札にアクションカードがあるかどうかに関わらず廃棄できる。アクションを含む複数の種類を持つカードは、アクションカードとして扱う。あなたは「死の荷車」を獲得するとき、購入するときでも他の方法で獲得するときでも、「廃墟」2枚も獲得する。獲得する2枚は、「廃墟」の山札の上から2枚である。「廃墟」の山札の残り枚数が足りない場合、出来るかぎりの枚数の「廃墟」を獲得する。獲得する「廃墟」はサプライから獲得し、捨て札に置く。他のプレイヤーは、このときに獲得する「廃墟」を見ることができる。「死の荷車」を獲得するプレイヤーが「廃墟」を獲得する。「支配」を使用して他のプレイヤーに「死の荷車」を購入させた場合、実際に「死の荷車」を獲得するプレイヤー（「支配」を使用したプレイヤー）が「廃墟」を獲得する。あなたが「交易人」を使って「死の荷車」の代わりに「銀貨」を取る場合は、「廃墟」を獲得できない。これは、誰のターンでも関係なく発生する。あなたが「大使」を使って他のプレイヤーそれぞれへ「死の荷車」を与える場合、受け取ったプレイヤーは全員「廃墟」を獲得する。「仮面舞踏会」で渡されることは、獲得とは見なさない。（メモ）
189	襲撃者	しゅうげきしゃ	Marauder	暗黒時代	4	4	0	0	王国	Action-Attack-Looter	0	0	0	0	0	0	【能力】略奪品の山札から略奪品1枚を獲得する。他のプレイヤーは全員、廃墟1枚を獲得する。	【Ability】Gain a Spoils from the Spoils pile.Each other player gains a Ruins.	【説明】あなたは最初に「略奪品」1枚を「略奪品」の山札（サプライには置かない）から獲得し、自分の捨て札に置く。「略奪品」の山札のカードが無い場合、「略奪品」を獲得しない。その後、他のプレイヤーは全員、廃墟カード1枚を獲得する。獲得する「廃墟」はサプライの「廃墟」の山札から取り、自分の捨て札に置く。これは、あなたの左隣のプレイヤーからターン進行順に、「廃墟」の山札の一番上のカードを取っていく。1枚取るたびに一番上のカードを表向きにする。「廃墟」の山札がなくなった場合、その時点で「廃墟」の獲得は終了する。（メモ）
190	従者	じゅうしゃ	Squire	暗黒時代	2	2	0	0	王国	Action	0	0	0	0	1	0	【能力】+1コイン。次のうち1つを選ぶ：「+2アクション」；「+2カードを購入」；「銀貨1枚を獲得する」 あなたはこのカードを廃棄したとき、アタックカード1枚を獲得する。	【Ability】+1 CoinChoose one: +2 Actions; or +2 Buys; or gain a Silver. When you trash this， gain an Attack card.	【説明】あなたはこのカードを使用するとき、+1コインを得て、+2アクションか、+2カードを購入か、「銀貨」1枚を獲得するかを、あなたが選ぶ。獲得する「銀貨」はサプライから取って、あなたの捨て札に置く。何かによって「従者」が廃棄される場合、あなたはアタックカード1枚を獲得する。獲得するアタックカードはサプライから取って、あなたの捨て札に置く。あなたはサプライにあるどのアタックカードでも獲得可能だが、サプライにアタックカードが1枚もない場合、何も獲得できない。（メモ）
191	城塞	じょうさい	Fortress	暗黒時代	4	4	0	0	王国	Action	0	1	2	0	0	0	【能力】+1カードを引く。+2アクション。あなたはこのカードを廃棄したとき、このカードを手札に加える。	【Ability】+1 Card+2 Actions When you trash this， put it into your hand.	【説明】あなたはこのカードを使用するとき、カード1枚を引き、+2アクションを得る。このカードが廃棄された場合、このカードを廃棄置き場から取って自分の手札に加える。これは、どのプレイヤーのターンかに関係なく、「城塞」が廃棄されたときに発生する。この効果は強制である。あなたは廃棄した「城塞」がすぐに手札に戻っても、廃棄したことになる。例えば、あなたが「死の荷車」を使用し、「城塞」を廃棄した場合、「死の荷車」の「そうした場合」を実行したことになり、アクションカード1枚を廃棄したことにより、「死の荷車」の廃棄はしない。（メモ）
192	建て直し	たてなおし	Rebuild	暗黒時代	5	5	0	0	王国	Action	0	0	1	0	0	0	【能力】+1アクション。カード1枚を指定する。あなたのデッキから指定されたカード以外の勝利点カード1枚が公開されるまで、カードを公開する。公開した他のカードは捨て札にする。その勝利点カードを廃棄し、そのカードよりもコストが最大3コイン多い勝利点カード1枚を獲得する。	【Ability】+1 ActionName a card. Reveal cards from the top of your deck until you reveal a Victory card that is not the named card. Discard the other cards. Trash the Victory card and gain a Victory card costing up to 3 Coins more than it.	【説明】あなたはこのゲームで使用していないカードや、勝利点カードのカード名を指定することが可能である。次に、あなたのデッキを、指定したカード以外の勝利点カードが公開されるまで上から順に公開する。デッキのカードが無い場合は、公開したカードを混ぜずに捨て札をシャッフルして新たなデッキを作り、公開を続ける。捨て札のカードが残っていないときにデッキのカードがなくなった場合は、そこで公開を止め、公開したすべてのカードを捨て札にし、何も発生しない。指定したカード以外の勝利点カードが公開された場合、それ以外の公開したすべてのカードを捨て札にして、その勝利点カードを廃棄し、その廃棄したカードよりもコストが最大3コイン多い勝利点カードを獲得する。獲得するカードはサプライから取り、自分の捨て札に置く。（メモ）
193	地下墓所	ちかぼしょ	Catacombs	暗黒時代	5	5	0	0	王国	Action	0	0	0	0	0	0	【能力】あなたのデッキの上から3枚のカードをみる。次のうち1つを選ぶ：「その3枚をあなたの手札に加える。」；「その3枚を捨て札にし、+3カードを引く。」 このカードを廃棄したとき、このカードよりもコストが少ないカード1枚を獲得する。	【Ability】Look at the top 3 cards of your deck.Choose one: Put them into your hand; or discard them and +3 Cards. When you trash this， gain a cheaper card.	【説明】あなたはこのカードを使用するとき、自分のデッキの上から3枚のカードを見て、その3枚すべてを自分の手札に加えるか、その3枚すべてを捨て札にして次の3枚を引くかのどちらかをする。捨て札にすることを選択し、3枚引く時にデッキの残り枚数が足りない場合、今捨て札にしたカードを含めて捨て札をシャッフルして新たなデッキをつくり、そこから足りない枚数を引く。「地下墓所」を廃棄するとき、あなたはこのカードよりもコストが少ないカード1枚を獲得する。この能力は、どのプレイヤーによって廃棄されるかに関係なく、自分のターンに「地下墓所」を廃棄するときも、他のプレイヤーのターンに廃棄するときも発生する。獲得するカードはサプライから獲得し、自分の捨て札に置く。（メモ）
194	盗賊	とうぞく	Rogue	暗黒時代	5	5	0	0	王国	Action-Attack	0	0	0	0	2	0	【能力】+2コイン。廃棄置き場にコストが3コイン〜6コインのカードがある場合、その中の1枚を獲得する。ない場合、他のプレイヤーは全員自分のデッキの上から2枚のカードを公開し、その中のコストが3コイン〜6コインのカード1枚を廃棄し、残りを捨て札にする。	【Ability】+2 CoinsIf there are any cards in the trash costing from 3 Coins to 6 Coins， gain one of them. Otherwise， each other player reveals the top 2 cards of his deck， trashes one of them costing from 3 Coins to 6 Coins， and discards the rest.	【説明】廃棄置き場にコストが3コイン〜6コインのカードがある場合、必ずその中の1枚を獲得しなければならない。廃棄置き場のカードはいつでもすべてを確認することができる。他のプレイヤーも、あなたが獲得した廃棄置き場のカードを確認できる。獲得したカードはあなたの捨て札に置く。コストにポーションを含むカードは、コスト3コイン〜6コインのカードとは見なさない。コスト3コイン〜6コインのカードが廃棄置き場に1枚もない場合、代わりに他のプレイヤーは全員自分のデッキの上から2枚のカードを公開し、その中に3コイン〜6コインのカードがあれば、その中から1枚を自分で選んで廃棄し、残りを捨て札にする。これは、あなたの左隣のプレイヤーからターンの進行順に解決する。（メモ）
195	ネズミ	ねずみ	Rats	暗黒時代	4	4	0	0	王国	Action	0	1	1	0	0	0	【能力】+1カードを引く。+1アクション。ネズミ1枚を獲得する。あなたの手札からネズミ以外のカード1枚を廃棄する（すべてネズミの場合は手札を公開する）。あなたはこのカードを廃棄したとき、+1カードを引く。	【Ability】+1 Card+1 ActionGain a Rats. Trash a card from your hand other than a Rats (or reveal a hand of all Rats). When you tash this， +1 Card.	【説明】カードに記載されている順番に効果を解決する。最初にカード1枚を引き、次にサプライから「ネズミ」1枚を獲得し、それを自分の捨て札に置く。その後、自分の手札から「ネズミ」以外のカード1枚を廃棄する。サプライに「ネズミ」が1枚も残っていない場合、獲得できない。あなたの手札がすべて「ネズミ」の場合は、あなたの手札を公開し、カード1枚を廃棄しない。「ネズミ」が廃棄された場合、あなたはカード1枚を引く。これは、自分のターンでも他のプレイヤーのターンでも、どのプレイヤーによって「ネズミ」が廃棄されたかに関係なく発生する。サプライの「ネズミ」の枚数は、プレイ人数に関係なく常に20枚の山札でゲームを開始する。（メモ）
196	墓暴き	はかあばき	Graverobber	暗黒時代	5	5	0	0	王国	Action	0	0	0	0	0	0	【能力】次のうち1つを選ぶ：「廃棄置き場にあるコスト3コイン〜6コインのカード1枚を獲得し、あなたのデッキの一番上に置く。」；「あなたの手札のアクションカード1枚を廃棄し、廃棄したカードよりもコストが最大3コインまで多いカード1枚を獲得する。」。	【Ability】Choose one: Gain a card from the trash costing from 3 Coins to 6 Coins， putting it on top of your deck; or trash an Action card from your hand and gain a card costing up to 3 Coins more than it.	【説明】あなたは選択肢から1つを選び、その能力をできるかぎり実行する。実際にはあなたが実行不可能な選択肢を選択することも可能である。あなたは廃棄置き場のカードをいつでも確認できる。あなたが廃棄置き場からカード1枚を獲得する場合、他のプレイヤーもあなたがどのカードを獲得するかを確認できる。あなたのデッキのカードが1枚もない場合、獲得したカードが唯一のデッキのカードになる。廃棄置き場にコスト3コイン〜6コインのカードが1枚もない場合、あなたはカードの獲得に失敗する。コストにポーションを含むカードは、コスト3コイン〜6コインとは見なさない。あなたが手札からアクションカード1枚を廃棄することを選択した場合、獲得するカードはサプライから取り、自分の捨て札に置く。（メモ）
197	伯爵	はくしゃく	Count	暗黒時代	5	5	0	0	王国	Action	0	0	0	0	0	0	【能力】次のうち1つを選ぶ：「カード2枚を捨て札にする。」；「あなたの手札のカード1枚をあなたのデッキの一番上に置く。」；「銅貨1枚を獲得する。」次のうち1つを選ぶ：「+3コイン」；「あなたの手札全てを廃棄する。」；「公領1枚を獲得する。」。	【Ability】Choose one: Discard 2 cards; or put a card from your hand on top of your deck; or gain a Copper.Choose one: +3 Coins; or trash your hand; or gain a Duchy.	【説明】このカードはあなたが選択する能力が2つある。1つ目はカード2枚を捨て札にするか、自分の手札のカード1枚を自分の山札の一番上に置くか、「銅貨」1枚を獲得するかをする。これを解決した後、もう1つの選択肢、+3コインを得るか、自分の手札を廃棄するか、「公領」1枚を獲得するかをする。例えば、カード2枚を捨て札にした後、「公領」1枚を獲得することができる。獲得するカードはサプライから獲得し、自分の捨て札に置く。あなたは実行不可能なものを選択することが可能である。あなたが、廃棄されたときに何かするカードを複数枚廃棄する場合、全てを廃棄した後に、廃棄したときに発生することを、自分が選んだ順番に解決する。（メモ）
198	はみだし者	はみだしもの	Band of Misfits	暗黒時代	5	5	0	0	王国	Action	0	0	0	0	0	0	【能力】サプライにあるこのカードよりもコストが少ないアクションカード1枚をあなたが選び、そのカードとしてこのカードをプレイする。このカードはプレイエリアを離れるまで選んだカードとして扱う。	【Ability】Play this as if it were an Action card in the Supply costing less than it that you choose.This is that card until it leaves play.	【説明】あなたはこのカードを使用するとき、このカードよりもコストが少ないアクションカード1枚をサプライから選び、このカードを選んだカードとして扱う。通常、あなたが選んだカードに記載されているカードテキストを適用する。したがって、あなたが「はみだし者」を使用し、サプライに「城塞」がある場合、あなたは「城塞」を選び、カード1枚を引き、+2アクションを得ることができる。「はみだし者」は選んだカードのカード名、コスト、種類も得る。あなたが「はみだし者」を「死の荷車」のように、そのカード自身を廃棄するカードとして使う場合、「はみだし者」を廃棄する。「はみだし者」を持続カードとして使用する場合、「はみだし者」は持続カードと同様に次のターンまでプレイエリアに留まる。「はみだし者」を「玉座の間」や「宮廷」や「行進」として使用して、持続カードを使用する場合、「はみだし者」も同時にプレイエリアに留まる。「玉座の間」や「宮廷」や「行進」で「はみだし者」を複数回使用する場合、2回目以降も1回目に選んだカードと同じカードをコピーする。例えば、「行進」で「はみだし者」を2回使用して1回目に「城塞」を選んだ場合、自動的に「城塞」をくり返して使用し、その後に「はみだし者」を廃棄してからあなたの手札に戻し（「城塞」は廃棄したときに手札に戻る能力がある）、コストがちょうど6コインの（場を離れると「城塞」のコピーでは無くなるため、「はみだし者」よりもコストが1コイン多い）アクションカード1枚を獲得する。「はみだし者」を「隠遁者」のようにクリーンアップフェイズ中に何かをするカードとして使用する場合、クリーンアップフェイズ中に何かをする。あなたが「豊穣の角笛」を使用するとき、プレイエリアにある「はみだし者」は、「はみだし者」が選んだアクションカードとして数える。例えば、「はみだし者」を「城塞」として使用し、もう1枚の「はみだし者」を「ゴミあさり」として使用し、その後に「豊穣の角笛」を使用した場合、あなたはコスト3コイン以下のカード1枚を獲得する。「はみだし者」は、サプライにある見えているカードしか選ぶことができない。サプライの山札が残っていないカードや、「傭兵」のようにサプライ以外の場所にあるカードを選ぶことができない。「廃墟」カードの山札の一番上のカードは選ぶことができるが、それ以外の「廃墟」カードは選べない。「騎士」カードの山札も一番上のカードだけ選ぶことができる。（メモ）
199	秘術師	ひじゅつし	Mystic	暗黒時代	5	5	0	0	王国	Action	0	0	1	0	2	0	【能力】+1アクション。+2コイン。カード1枚を指定する。あなたのデッキの一番上のカードを公開する。公開したカードが指定したカードの場合、それをあなたの手札に加える。	【Ability】+1 Action+2 CoinsName a card.Reveal the top card of your deck.If it’s the named card， put it into your hand.	【説明】あなたは+1アクションと+2コインを得る。その後、カード名を1つ指定し（カードの種類ではない…「財宝」ではなく「銅貨」など）、自分のデッキの一番上のカードを公開する。公開したカードが指定したカードと同じカードの場合、その公開したカードを自分の手札に加える。指定したカードとは違うカードの場合、そのカードをデッキの上に戻す。あなたはこのゲームで使用していないカード名を指定することができる。カード名は指定したカードと正確に一致している必要がある。例えば、「サー・デストリー」と「サー・マーチン」は別のカードである。サプライにある入手可能なカード名を指定する必要はない。（メモ）
200	武器庫	ぶきこ	Armory	暗黒時代	4	4	0	0	王国	Action	0	0	0	0	0	0	【能力】コスト4コイン以下のカード1枚を獲得し、あなたのデッキの一番上に置く。	【Ability】Gain a card costing up to 4 Coins， putting it on top of your deck.	【説明】獲得するカードはサプライから獲得し、自分のデッキの一番上に置く。（メモ）
201	浮浪児	ふろうじ	Urchin	暗黒時代	3	3	0	0	王国	Action-Attack	0	1	1	0	0	0	【能力】+1カードを引く。+1アクション。他のプレイヤーは全員手札が4枚になるまで捨て札をする。あなたのプレイエリアにこのカードがあるときに、他のアタックカードを使用したとき、このカードを廃棄してもよい。そうした場合、傭兵の山札から傭兵1枚を獲得する。	【Ability】+1 Card+1 ActionEach other player discards down to 4 cards in hand. When you play another Attack card with this in play， you may trash this.If you do， gain a Mercenary from the Mercenary pile.	【説明】あなたはこのカードを使用するとき、カード1枚を引き、+1アクションを得て、その後に他のプレイヤーは全員手札が4枚になるように捨て札をする。すでに手札が4枚以下のプレイヤーは、捨て札をしない。「浮浪児」がプレイエリアにある間にあなたが他のアタックカードを使用したとき、そのアタックカードの解決前にあなたは「浮浪児」を廃棄できる。そうした場合、あなたは「傭兵」1枚を獲得する。獲得する「傭兵」は（サプライにない）「傭兵」の山札から取り、あなたの捨て札に置く。「傭兵」の山札にカードが残っていない場合、何も獲得できない。「行進」の能力などで同一ターン中に「浮浪児」を2回使用する場合、「傭兵」を獲得するために「浮浪児」の廃棄はできない。しかし、異なる「浮浪児」2枚を使用する場合は、2枚目の使用時に、最初に使用した「浮浪児」を廃棄できる。（メモ）
202	浮浪者	ふろうしゃ	Vagrant	暗黒時代	2	2	0	0	王国	Action	0	1	1	0	0	0	【能力】+1カードを引く。+1アクション。あなたのデッキの一番上のカードを公開する。それが呪い、廃墟、避難所、勝利点カードの場合、それをあなたの手札に加える。	【Ability】+1 Card+1 ActionReveal the top card of your deck. If it’s a Curse， Ruins， Shelter， or Victory card， put it into your hand.	【説明】あなたはデッキの一番上のカードを公開する前にカード1枚を引く。あなたのデッキの一番上のカードが「呪い」か「廃墟」か「避難所」か「勝利点」の場合、そのカードをあなたの手札に加える。それ以外のカードの場合、そのままデッキに戻す。複数の種類を持つカードは、そのうちの1つが「呪い」か「廃墟」か「避難所」か「勝利点」の場合、あなたの手札に加える。（メモ）
203	封土	ほうど	Feodum	暗黒時代	4	4	0	0	王国	Victory	0	0	0	0	0	0	【能力】あなたのデッキにある銀貨3枚につき勝利点1を得る。（端数切り捨て） あなたはこのカードを廃棄したとき、銀貨3枚を獲得する。	【Ability】Worth 1 Victory for every 3 Silvers in your deck (round down). When you trash this， gain 3 Silvers.	【説明】このカードは勝利点カードである。2人でゲームをプレイする場合は8枚、3人以上の場合は12枚を使用する。ゲームの終了時、「封土」それぞれは、自分のデッキにある「銀貨」3枚につき（端数切り捨て）1勝利点の価値がある。例えば、あなたが「銀貨」11枚を持っている場合、あなたの「封土」はそれぞれ3勝利点の価値がある。「封土」1枚が廃棄された場合、あなたは「銀貨」3枚を獲得する。獲得する「銀貨」はサプライから取り、あなたの捨て札に置く。サプライの「銀貨」の残り枚数が足りない場合、出来るかぎりの枚数の「銀貨」を獲得する。（メモ）
204	物置	ものおき	Storeroom	暗黒時代	3	3	0	0	王国	Action	0	0	0	1	0	0	【能力】+1カードを購入。手札から好きな枚数を捨て札にする。捨て札にしたカード1枚につき+1カードを引く。手札から好きな枚数を捨て札にする。捨て札にしたカード1枚につき+1コイン。	【Ability】+1 BuyDiscard any number of cards.+1 Card per card discarded.Discard any number of cards.+1 Coin per card discarded the second time.	【説明】あなたは手札から好きな枚数を捨て札にし、捨て札にしたカードと同じ枚数のカードを引く。その後あなたは、今引いたカードを含めて、手札から好きな枚数を捨て札にし、今捨て札にしたカード1枚につき+1コインを得る。（メモ）
205	物乞い	ものごい	Beggar	暗黒時代	2	2	0	0	王国	Action-Reaction	0	0	0	0	0	0	【能力】銅貨3枚を獲得し、あなたの手札に加える。他のプレイヤーがアタックカードを使用したとき、あなたはこのカードを捨て札にしてもよい。そうした場合、銀貨2枚を獲得し、そのうち1枚をあなたのデッキの一番上に置く。	【Ability】Gain 3 Coppers， putting them into your hand. When another player plays an Attack card， you may discard this.If you do， gain two Silvers， putting one on top of your deck.	【説明】あなたはこのカードを使用するとき、サプライから「銅貨」3枚を獲得し、自分の手札に加える。サプライの「銅貨」の残りが3枚未満の場合、残りの「銅貨」全部を獲得する。他のプレイヤーがアタックカードを使用したとき、あなたはこのカードを捨て札にすることができる。そうした場合、あなたは「銀貨」2枚をサプライから獲得し、そのうち1枚を自分のデッキの上に置き、もう1枚を捨て札に置く。サプライの「銀貨」の残りが1枚だけの場合、それはデッキの上に置く。残りが0枚の場合、「銀貨」を獲得できない。（メモ）
206	略奪	りゃくだつ	Pillage	暗黒時代	5	5	0	0	王国	Action-Attack	0	0	0	0	0	0	【能力】このカードを廃棄する。手札が5枚以上の他のプレイヤーは全員自分の手札を公開し、その中からあなたが選んだカード1枚を捨て札にする。略奪品の山札から略奪品2枚を獲得する。	【Ability】Trash this. Each other player with 5 or more cards in hand reveals his hand and discards a card that you choose.Gain 2 Spoils from the Spoils pile.	【説明】最初に「略奪」を廃棄する。次に手札が5枚以上ある他のプレイヤーは全員、自分の手札を公開し、その中の1枚ずつをあなたが選んで捨て札にする。これは、あなたの左隣のプレイヤーからターンの進行順に解決する。その後に、あなたは「略奪品」2枚を獲得する。獲得する2枚の「略奪品」カードは、サプライにない「略奪品」の山札から獲得し、あなたの捨て札に置く。「略奪品」の山札に残りのカードが無い場合、獲得できない。1枚しか残っていない場合は、その1枚を獲得する。（メモ）
207	騎士	きし	Knights	暗黒時代	5	5	0	0	王国	Action-Attack-Knight	0	0	0	0	0	0	【能力】このカードを使用する各ゲームの開始前に、騎士の山札をシャッフルする。騎士の山札は、購入や獲得できる一番上のカード以外はすべて裏向きにする。	【Ability】Shuffle the Knight pile before each game with it. Keep it face down except for the top card， which is the only one that can be bought or gained.	【説明】これは異なるカード1枚ずつで構成される1つの山札である。各カードは騎士のカード共通の同じ基本能力を持っているが、同じ山札にあっても各カード独自の能力も持っていて、すべてカード名が異なる。これを使用してゲームをする前に騎士のカードをシャッフルして裏向きの山札にし、一番上のカードだけを表向きにする。一番上のカードだけが獲得可能なカードである。騎士のカードに記載されているルールを上から順に解決する。騎士カード共通の能力は、他のプレイヤーは全員自分のデッキの上から2枚のカードを公開し、その中のコスト3コイン〜6コインのカード1枚を自分で選んで廃棄し、残りを捨て札にする。その後、この効果で騎士が廃棄された場合、あなたはこの廃棄を発生させた騎士を廃棄する。この能力は、あなたの左隣のプレイヤーからターンの進行順に1人ずつ解決する。コストにポーションを含むカードは、コスト3コイン〜6コインのカードと見なさない。公開したカードが2枚ともコスト3コイン〜6コインの場合、そのプレイヤーは選んだ1枚だけを失う。そのうち1枚が騎士であっても、そのプレイヤーが「騎士」以外のカードを廃棄した場合、廃棄させた騎士を廃棄しない。あなたが「闇市場」で騎士を使用することを選択した場合、「闇市場」の山札にランダマイザーカードの代わりに、直接「騎士」カードを入れる。（メモ）※「騎士」カード自体はランダマイザーカードであり、実際のプレイで王国カードとしてサプライの山札を構成するのは以下の10枚である。固有の能力については、それぞれの項目を参照のこと。 サー・ヴァンデル サー・デストリー サー・ベイリー サー・マーチン サー・マイケル デイム・アンナ デイム・ジョセフィーヌ デイム・シルビア デイム・ナタリー デイム・モリー
208	サー・ヴァンデル	さー・う゛ぁんでる	Sir Vander	暗黒時代	5	5	0	0	その他	Action-Attack-Knight	0	0	0	0	0	0	【能力】他のプレイヤーは全員、自分のデッキの上から2枚のカードを公開し、その中のコスト3コイン〜6コインのカード1枚を廃棄し、残りを捨て札にする。このカードによって騎士が廃棄された場合、このカードを廃棄する。あなたはこのカードを廃棄したとき、金貨1枚を獲得する。	【Ability】Each other player reveals the top 2 cards of his deck， trashes one of them costing from 3 Coins to 6 Coins， and discards the rest.If a Knight is trashed by this， trash this card. When you trash this， gain a Gold.	【説明】※「騎士」の項目を参照。「サー・ヴァンデル」が廃棄された場合、あなたは「金貨」1枚を獲得する。これは誰のターンに廃棄されても発生する。「サー・ヴァンデル」を所持していたプレイヤーが、誰の効果で廃棄されたかに関係なく「金貨」を獲得する。「サー・ヴァンデル」の効果で獲得した「金貨」は、サプライから取り、自分の捨て札に置く。（メモ）
209	サー・デストリー	さー・ですとりー	Sir Destry	暗黒時代	5	5	0	0	その他	Action-Attack-Knight	0	2	0	0	0	0	【能力】+2カードを引く。他のプレイヤーは全員、自分のデッキの上から2枚のカードを公開し、その中のコスト3コイン〜6コインのカード1枚を廃棄し、残りを捨て札にする。このカードによって騎士が廃棄された場合、このカードを廃棄する。	【Ability】+2 CardsEach other player reveals the top 2 cards of his deck， trashes one of them costing from 3 Coins to 6 Coins， and discards the rest. If a Knight is trashed by this， trash this card.	【説明】※「騎士」の項目を参照。（メモ）
210	サー・ベイリー	さー・べいりー	Sir Bailey	暗黒時代	5	5	0	0	その他	Action-Attack-Knight	0	1	1	0	0	0	【能力】+1カードを引く。+1アクション。他のプレイヤーは全員、自分のデッキの上から2枚のカードを公開し、その中のコスト3コイン〜6コインのカード1枚を廃棄し、残りを捨て札にする。このカードによって騎士が廃棄された場合、このカードを廃棄する。	【Ability】+1 Card+1 ActionEach other player reveals the top 2 cards of his deck， trashes one of them costing from 3 Coins to 6 Coins， and discards the rest. If a Knight is trashed by this， trash this card.	【説明】※「騎士」の項目を参照。（メモ）
211	サー・マーチン	さー・まーちん	Sir Martin	暗黒時代	4	4	0	0	その他	Action-Attack-Knight	0	0	0	2	0	0	【能力】+2カードを購入。他のプレイヤーは全員、自分のデッキの上から2枚のカードを公開し、その中のコスト3コイン〜6コインのカード1枚を廃棄し、残りを捨て札にする。このカードによって騎士が廃棄された場合、このカードを廃棄する。	【Ability】+2 BuysEach other player reveals the top 2 cards of his deck， trashes one of them costing from 3 Coins to 6 Coins， and discards the rest. If a Knight is trashed by this， trash this card.	【説明】※「騎士」の項目を参照。「サー・マーチン」だけはコスト4コインで、それ以外のすべての騎士はコスト5コインである。「サー・マーチン」が「騎士」の山札の一番上のときは、「武器庫」などで獲得可能である。（メモ）
212	サー・マイケル	さー・まいける	Sir Michael	暗黒時代	5	5	0	0	その他	Action-Attack-Knight	0	0	0	0	0	0	【能力】他のプレイヤーは全員、自分の手札が3枚になるように捨て札をする。他のプレイヤーは全員、自分のデッキの上から2枚のカードを公開し、その中のコスト3コイン〜6コインのカード1枚を廃棄し、残りを捨て札にする。このカードによって騎士が廃棄された場合、このカードを廃棄する。	【Ability】Each other player discards down to 3 cards in hand.Each other player reveals the top 2 cards of his deck， trashes one of them costing from 3 Coins to 6 Coins， and discards the rest. If a Knight is trashed by this， trash this card.	【説明】※「騎士」の項目を参照。「サー・マイケル」は、カードを廃棄させる前に、他のプレイヤーへ捨て札をさせる。（メモ）
213	デイム・アンナ	でいむ・あんな	Dame Anna	暗黒時代	5	5	0	0	その他	Action-Attack-Knight	0	0	0	0	0	0	【能力】あなたの手札から最大2枚までのカードを廃棄してもよい。他のプレイヤーは全員、自分のデッキの上から2枚のカードを公開し、その中のコスト3コイン〜6コインのカード1枚を廃棄し、残りを捨て札にする。このカードによって騎士が廃棄された場合、このカードを廃棄する。	【Ability】You may trash up to 2 cards from your hand.Each other player reveals the top 2 cards of his deck， trashes one of them costing from 3 Coins to 6 Coins， and discards the rest. If a Knight is trashed by this， trash this card.	【説明】※「騎士」の項目を参照。「デイム・アンナ」を使用するとき、あなたは自分の手札から廃棄するカードの枚数を、0枚か1枚か2枚から選ぶことができる。（メモ）
